Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ireland,Current Health Expenditure (CHE),in million current US$,"5,911","6,990","8,581","11,539","14,033","16,193","17,452","21,087","25,136","24,880","23,354","25,406","23,965","24,564","24,720","21,336","22,257","23,971","26,491","26,635","30,244","33,543"
Ireland,Gross Domestic Product (GDP) per Capita in US$,,"26,527","28,529","32,976","41,540","48,245","51,531","55,174","62,229","61,790","52,295","48,770","52,282","49,135","51,690","55,838","62,335","63,248","70,109","79,712","81,383","85,788","99,586"
Ireland,Population (in thousands),,"3,778","3,833","3,900","3,964","4,029","4,112","4,208","4,340","4,458","4,521","4,549","4,571","4,589","4,610","4,638","4,678","4,726","4,784","4,830","4,904","4,964","5,006"
Israel,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,
Israel,Current Health Expenditure (CHE) per Capita in US$,,"1,472","1,515","1,362","1,390","1,443","1,512","1,558","1,773","2,129","2,036","2,240","2,446","2,410","2,681","2,816","2,661","2,801","3,094","3,220","3,454","3,867",
Israel,Current Health Expenditure (CHE),in million current US$,"9,002","9,449","8,657","9,001","9,519","10,154","10,646","12,323","15,058","14,661","16,419","18,246","18,298","20,717","22,146","21,306","22,855","25,708","27,227","29,736","33,869",
Israel,Gross Domestic Product (GDP) per Capita in US$,,"21,654","20,971","19,058","19,618","20,554","21,247","22,562","25,771","30,632","28,883","32,020","35,161","34,038","38,072","39,541","37,473","39,101","42,757","44,184","46,229","46,486",
Israel,Population (in thousands),,"6,117","6,238","6,357","6,476","6,596","6,714","6,832","6,952","7,075","7,200","7,328","7,460","7,592","7,727","7,864","8,008","8,159","8,309","8,456","8,608","8,757",
Italy,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,10,9
Italy,Current Health Expenditure (CHE) per Capita in US$,,"1,524","1,587","1,763","2,163","2,566","2,678","2,833","3,093","3,504","3,338","3,218","3,392","3,086","3,149","3,154","2,676","2,700","2,810","3,003","2,911","3,057","3,351"
Italy,Current Health Expenditure (CHE),in million current US$,"86,765","90,377","100,443","123,575","147,513","154,963","164,478","180,060","205,526","196,929","190,455","201,366","183,309","187,963","191,725","162,669","163,781","170,239","181,619","174,104","182,327","198,529"
Italy,Gross Domestic Product (GDP) per Capita in US$,,"20,144","20,506","22,404","27,614","31,420","32,108","33,576","38,010","41,066","37,287","36,089","38,659","35,137","35,887","35,570","30,210","30,941","32,378","34,587","33,624","31,733","35,449"
Italy,Population (in thousands),,"56,924","56,961","56,988","57,131","57,496","57,875","58,064","58,224","58,653","59,001","59,190","59,365","59,394","59,685","60,783","60,796","60,666","60,589","60,484","59,817","59,641","59,236"
Kazakhstan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,
Kazakhstan,Current Health Expenditure (CHE) per Capita in US$,,50,50,58,74,111,142,174,177,251,246,244,297,369,363,374,314,260,278,273,270,342,
Kazakhstan,Current Health Expenditure (CHE),in million current US$,761,769,891,"1,148","1,719","2,229","2,753","2,834","4,069","4,035","4,051","5,013","6,317","6,301","6,586","5,606","4,698","5,092","5,054","5,064","6,482",
Kazakhstan,Gross Domestic Product (GDP) per Capita in US$,,"1,201","1,450","1,606","2,000","2,780","3,649","5,119","6,551","8,239","7,030","8,904","11,422","12,162","13,642","12,586","10,338","7,593","9,108","9,674","9,687","9,014",
Kazakhstan,Population (in thousands),,"15,236","15,281","15,339","15,417","15,522","15,656","15,823","16,006","16,197","16,402","16,628","16,865","17,103","17,346","17,592","17,836","18,079","18,315","18,538","18,754","18,979",
Kyrgyzstan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,5,6,6,7,8,7,7,7,7,7,9,8,7,7,6,6,5,4,5,
Kyrgyzstan,Current Health Expenditure (CHE) per Capita in US$,,12,13,15,22,27,35,45,50,63,60,61,79,100,105,95,81,73,78,67,63,64,
Kyrgyzstan,Current Health Expenditure (CHE),in million current US$,60,65,74,112,137,183,236,264,335,324,333,440,562,601,549,477,437,476,414,399,409,
Kyrgyzstan,Gross Domestic Product (GDP) per Capita in US$,,278,307,319,378,431,474,540,718,962,866,874,"1,116","1,173","1,282","1,284","1,129","1,132","1,258","1,329","1,403","1,211",
Kyrgyzstan,Population (in thousands),,"4,935","4,981","5,027","5,078","5,137","5,193","5,247","5,295","5,345","5,414","5,484","5,552","5,632","5,720","5,814","5,915","6,018","6,121","6,223","6,324","6,425",
Latvia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,6,6,5,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,7,7,
Latvia,Current Health Expenditure (CHE) per Capita in US$,,182,205,237,281,393,441,552,775,914,745,689,765,746,807,857,776,875,933,"1,101","1,183","1,313",
Latvia,Current Health Expenditure (CHE),in million current US$,432,482,551,645,895,992,"1,230","1,712","2,002","1,611","1,461","1,586","1,524","1,633","1,715","1,541","1,722","1,818","2,131","2,272","2,505",
Latvia,Gross Domestic Product (GDP) per Capita in US$,,"3,342","3,553","4,118","5,119","6,341","7,558","9,682","14,060","16,357","12,212","11,301","13,358","13,779","14,923","15,682","13,727","14,263","15,632","17,799","17,869","17,637",
Latvia,Population (in thousands),,"2,382","2,353","2,321","2,299","2,277","2,250","2,228","2,209","2,192","2,163","2,121","2,075","2,045","2,024","2,001","1,986","1,969","1,950","1,934","1,920","1,908",
Lithuania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,6,7,7,8,8
Lithuania,Current Health Expenditure (CHE) per Capita in US$,,217,219,254,339,367,439,536,704,937,865,805,925,897,959,"1,021",920,989,"1,083","1,249","1,370","1,522","1,840"
Lithuania,Current Health Expenditure (CHE),in million current US$,763,763,879,"1,163","1,247","1,473","1,764","2,289","3,009","2,753","2,530","2,825","2,694","2,850","3,006","2,688","2,855","3,085","3,508","3,828","4,253","5,144"
Lithuania,Gross Domestic Product (GDP) per Capita in US$,,"3,503","3,639","4,140","5,478","6,658","7,771","9,172","12,218","14,878","11,740","11,816","14,265","14,292","15,654","16,489","14,178","14,893","16,730","19,126","19,575","20,192","23,433"
Lithuania,Population (in thousands),,"3,512","3,487","3,455","3,431","3,399","3,355","3,290","3,250","3,213","3,184","3,142","3,053","3,004","2,972","2,943","2,921","2,889","2,848","2,809","2,794","2,794","2,796"
Luxembourg,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,6,7,7,7,7,7,6,6,7,7,6,5,5,5,5,5,5,5,5,6,5
Luxembourg,Current Health Expenditure (CHE) per Capita in US$,,"2,901","3,109","3,601","4,607","5,610","5,818","6,071","6,671","7,579","7,671","7,460","7,175","6,029","6,357","6,547","5,422","5,475","5,713","6,227","6,222","6,757","7,314"
Luxembourg,Current Health Expenditure (CHE),in million current US$,"1,258","1,365","1,599","2,065","2,552","2,684","2,848","3,177","3,667","3,785","3,745","3,672","3,165","3,414","3,599","3,052","3,155","3,375","3,749","3,819","4,231","4,643"
Luxembourg,Gross Domestic Product (GDP) per Capita in US$,,"48,963","48,719","53,259","66,177","77,072","81,678","91,476","108,334","121,630","110,369","111,965","120,538","113,892","121,413","125,173","106,707","107,969","111,251","118,413","114,345","117,157","136,611"
Luxembourg,Population (in thousands),,434,439,444,448,455,461,469,476,484,494,502,512,525,537,550,563,576,591,602,614,626,635
Malta,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,8,8,8,9,9,8,8,8,8,8,8,8,9,9,9,9,9,9,11,
Malta,Current Health Expenditure (CHE) per Capita in US$,,647,686,831,"1,074","1,224","1,380","1,474","1,596","1,751","1,677","1,734","1,960","1,899","2,121","2,456","2,243","2,321","2,552","2,754","2,944","3,135",
Malta,Current Health Expenditure (CHE),in million current US$,252,269,328,427,489,556,597,647,714,689,718,813,793,896,"1,055",986,"1,045","1,175","1,310","1,453","1,613",
Malta,Gross Domestic Product (GDP) per Capita in US$,,"9,845","9,800","10,778","13,604","15,207","15,924","16,737","19,539","22,270","21,169","21,801","23,201","22,662","24,964","27,038","25,214","25,888","29,237","32,145","31,860","28,937",
Malta,Population (in thousands),,389,391,395,397,400,403,405,406,408,411,414,415,418,423,429,440,450,460,476,494,515,
Monaco,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Monaco,Current Health Expenditure (CHE) per Capita in US$,,"1,394","1,432","1,581","2,272","2,671","2,768","2,891","3,297","3,911","3,831","3,767","3,903","3,699","3,977","4,080","3,454","2,840","2,852","3,101","3,055","3,085",
Monaco,Current Health Expenditure (CHE),in million current US$,45,46,51,73,86,89,93,105,125,124,125,132,128,141,147,127,105,106,115,113,114,
Monaco,Gross Domestic Product (GDP) per Capita in US$,,"80,305","81,198","88,309","108,994","125,616","130,769","143,161","184,398","203,275","168,276","161,621","179,135","165,506","184,999","195,511","170,270","174,491","173,609","194,289","199,383","184,610",
Monaco,Population (in thousands),,32,32,32,32,32,32,32,32,32,32,33,34,35,35,36,37,37,37,37,37,37,
Montenegro,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,,,,,,,,,,,,8,8,8,8,9,9,8,8,8,11,
Montenegro,Current Health Expenditure (CHE) per Capita in US$,,,,,,,,,,,,,572,536,596,579,577,596,612,727,732,866,
Montenegro,Current Health Expenditure (CHE),in million current US$,,,,,,,,,,,,362,339,378,367,366,378,387,459,462,545,
Montenegro,Gross Domestic Product (GDP) per Capita in US$,,,,,,,,,,,,,"7,186","6,456","7,041","7,233","6,394","6,907","7,661","8,716","8,792","7,583",
Montenegro,Population (in thousands),,,,,,,,,,,,,632,633,634,634,634,633,632,631,630,629,
Netherlands (Kingdom of the),Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,8,9,9,9,9,9,9,9,10,10,10,11,11,11,10,10,10,10,10,11,11
Netherlands (Kingdom of the),Current Health Expenditure (CHE) per Capita in US$,,"2,028","2,176","2,545","3,244","3,689","3,823","4,080","4,696","5,382","5,283","5,192","5,562","5,285","5,533","5,602","4,677","4,754","4,935","5,331","5,341","5,846","6,531"
Netherlands (Kingdom of the),Current Health Expenditure (CHE),in million current US$,"32,175","34,784","40,985","52,534","59,983","62,344","66,647","76,819","88,301","87,090","86,052","92,642","88,414","92,837","94,276","79,037","80,713","84,290","91,587","92,297","101,767","114,132"
Netherlands (Kingdom of the),Gross Domestic Product (GDP) per Capita in US$,,"26,316","26,996","29,423","35,823","40,496","42,032","44,934","51,874","58,022","52,865","51,124","54,352","50,144","52,276","53,013","45,298","46,178","48,817","53,201","52,667","52,498","58,254"
Netherlands (Kingdom of the),Population (in thousands),,"15,864","15,987","16,105","16,193","16,258","16,306","16,334","16,358","16,405","16,486","16,575","16,656","16,730","16,780","16,829","16,901","16,979","17,082","17,181","17,282","17,408","17,475"
North Macedonia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9,8,9,9,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,7,8,
North Macedonia,Current Health Expenditure (CHE) per Capita in US$,,164,151,174,215,232,231,244,263,311,294,302,326,307,346,339,303,323,345,387,421,453,
North Macedonia,Current Health Expenditure (CHE),in million current US$,335,311,359,446,481,480,507,548,649,614,632,684,645,727,715,638,681,728,819,891,956,
North Macedonia,Gross Domestic Product (GDP) per Capita in US$,,"1,851","1,806","1,935","2,391","2,739","3,009","3,299","4,004","4,750","4,499","4,496","5,002","4,642","5,147","5,396","4,773","5,062","5,357","6,001","5,963","5,741",
North Macedonia,Population (in thousands),,"2,038","2,053","2,065","2,071","2,076","2,079","2,081","2,083","2,086","2,090","2,094","2,097","2,099","2,102","2,105","2,108","2,110","2,112","2,113","2,114","2,111",
Norway,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,8,9,9,9,8,8,8,8,9,9,9,9,9,9,10,11,10,10,11,11,10
Norway,Current Health Expenditure (CHE) per Capita in US$,,"2,949","3,099","3,890","4,633","5,097","5,585","5,893","6,896","7,768","7,302","7,860","8,900","8,970","9,241","9,118","7,566","7,497","7,816","8,272","8,007","7,704","9,021"
Norway,Current Health Expenditure (CHE),in million current US$,"13,207","13,956","17,598","21,089","23,333","25,725","27,345","32,279","36,799","35,044","38,183","43,793","44,724","46,680","46,576","39,087","39,064","41,098","43,805","42,665","41,354","48,634"
Norway,Gross Domestic Product (GDP) per Capita in US$,,"38,237","38,631","43,219","50,274","57,785","67,056","74,475","85,650","97,579","80,468","88,254","101,271","102,190","103,491","97,575","74,674","70,782","75,765","82,521","75,999","67,479","89,435"
Norway,Population (in thousands),,"4,478","4,503","4,524","4,552","4,577","4,606","4,640","4,681","4,737","4,799","4,858","4,920","4,986","5,051","5,108","5,166","5,211","5,258","5,296","5,328","5,368","5,391"
Poland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,7,6,6,6,7
Poland,Current Health Expenditure (CHE) per Capita in US$,,238,283,316,339,392,466,524,661,893,760,809,866,815,878,911,804,813,910,979,"1,014","1,026","1,183"
Poland,Current Health Expenditure (CHE),in million current US$,"9,107","10,819","12,078","12,969","14,971","17,778","19,998","25,198","34,022","28,968","30,768","32,966","31,027","33,422","34,646","30,555","30,885","34,539","37,169","38,506","38,944","44,767"
Poland,Gross Domestic Product (GDP) per Capita in US$,,"4,501","4,990","5,206","5,700","6,680","8,020","9,032","11,253","13,999","11,531","12,620","13,880","13,097","13,688","14,269","12,572","12,448","13,865","15,468","15,729","15,801","17,944"
Poland,Population (in thousands),,"38,263","38,254","38,242","38,219","38,191","38,174","38,157","38,125","38,116","38,136","38,023","38,063","38,064","38,063","38,018","38,006","37,967","37,973","37,977","37,973","37,958","37,840"
Portugal,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9,9,9,9,10,10,9,9,10,10,10,10,10,9,9,9,9,9,9,10,11,11
Portugal,Current Health Expenditure (CHE) per Capita in US$,,995,"1,016","1,139","1,443","1,724","1,814","1,858","2,113","2,392","2,347","2,259","2,256","1,980","2,031","2,060","1,791","1,875","1,998","2,216","2,222","2,342","2,720"
Portugal,Current Health Expenditure (CHE),in million current US$,"10,201","10,491","11,844","15,075","18,053","19,041","19,528","22,250","25,243","24,787","23,889","23,852","20,874","21,296","21,479","18,576","19,392","20,599","22,808","22,832","24,109","28,014"
Portugal,Gross Domestic Product (GDP) per Capita in US$,,"11,572","11,771","12,968","15,819","18,083","18,796","19,859","22,834","24,960","23,163","22,520","23,184","20,510","21,591","22,048","19,219","19,961","21,471","23,546","23,353","22,197","24,265"
Portugal,Population (in thousands),,"10,249","10,331","10,395","10,445","10,473","10,495","10,512","10,533","10,553","10,563","10,573","10,573","10,542","10,487","10,427","10,375","10,341","10,310","10,291","10,277","10,296","10,298"
Republic of Moldova,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,6,7,7,9,10,11,11,11,14,10,9,9,9,9,9,8,7,7,6,7,
Republic of Moldova,Current Health Expenditure (CHE) per Capita in US$,,21,25,34,38,65,79,100,135,186,209,198,215,224,232,231,186,171,244,276,284,307,
Republic of Moldova,Current Health Expenditure (CHE),in million current US$,78,92,123,139,233,286,359,485,663,744,707,765,796,825,821,663,608,678,755,763,808,
Republic of Moldova,Gross Domestic Product (GDP) per Capita in US$,,361,407,458,547,720,830,949,"1,229","1,695","1,525","1,957","2,363","2,447","2,668","2,673","2,179","2,272","3,478","4,197","4,464","4,523",
Republic of Moldova,Population (in thousands),,"3,644","3,635","3,628","3,618","3,607","3,600","3,590","3,581","3,573","3,568","3,564","3,560","3,560","3,559","3,558","3,555","3,553","2,780","2,730","2,682","2,634",
Romania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,4,5,5,5,6,5,5,5,5,6,5,5,5,5,5,5,5,6,6,6,
Romania,Current Health Expenditure (CHE) per Capita in US$,,70,79,97,144,191,255,291,415,521,449,472,427,402,495,503,442,476,555,687,739,810,
Romania,Current Health Expenditure (CHE),in million current US$,"1,569","1,768","2,109","3,105","4,106","5,442","6,186","8,771","10,758","9,185","9,583","8,617","8,072","9,915","10,040","8,788","9,411","10,905","13,423","14,339","15,648",
Romania,Gross Domestic Product (GDP) per Capita in US$,,"1,661","1,801","2,110","2,672","3,483","4,605","5,739","8,265","10,379","8,513","8,189","9,073","8,486","9,530","10,023","8,939","9,518","10,777","12,358","12,866","12,907",
Romania,Population (in thousands),,"22,455","22,430","21,833","21,628","21,521","21,382","21,257","21,131","20,635","20,440","20,295","20,199","20,096","20,020","19,947","19,871","19,761","19,644","19,533","19,414","19,329",
Russian Federation,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,6,8,
Russian Federation,Current Health Expenditure (CHE) per Capita in US$,,95,118,140,164,209,272,353,462,610,516,567,684,759,809,740,499,465,580,609,654,774,
Russian Federation,Current Health Expenditure (CHE),in million current US$,"13,969","17,224","20,440","23,810","30,141","39,062","50,557","66,118","87,261","73,936","81,222","98,100","109,010","116,482","106,712","72,211","67,538","84,360","88,753","95,315","112,690",
Russian Federation,Gross Domestic Product (GDP) per Capita in US$,,"1,895","2,247","2,543","3,181","4,386","5,693","7,400","9,730","12,437","9,150","11,406","14,271","15,375","15,925","14,272","9,425","8,799","10,823","11,379","11,578","10,188",
Russian Federation,Population (in thousands),,"146,845","146,236","145,590","144,947","144,354","143,800","143,339","143,118","143,087","143,164","143,243","143,365","143,629","143,957","144,285","144,668","145,109","145,453","145,652","145,742","145,617",
San Marino,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6,6,5,5,5,5,5,5,5,6,6,8,9,8,8,9,9,8,8,8,9,
San Marino,Current Health Expenditure (CHE) per Capita in US$,,"2,193","2,207","2,236","2,463","2,895","2,986","3,161","3,707","4,274","4,149","3,730","4,605","4,446","4,250","4,253","3,640","3,746","3,805","4,115","3,951","3,938",
San Marino,Current Health Expenditure (CHE),in million current US$,59,60,63,70,84,88,95,113,131,129,118,150,147,141,142,122,127,130,141,135,134,
San Marino,Gross Domestic Product (GDP) per Capita in US$,,"37,568","38,760","41,077","51,138","58,962","60,543","63,746","72,063","78,281","66,462","59,517","55,814","48,434","50,436","50,133","42,272","43,414","44,880","48,475","47,301","45,308",
San Marino,Population (in thousands),,27,27,28,29,29,30,30,30,31,31,32,32,33,33,33,34,34,34,34,34,34,
Serbia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,8,8,8,8,8,9,9,9,10,9,9,9,9,9,8,8,9,9,9,
Serbia,Current Health Expenditure (CHE) per Capita in US$,,57,112,173,230,274,308,372,547,672,575,545,619,560,628,609,491,486,516,617,641,672,
Serbia,Current Health Expenditure (CHE),in million current US$,425,842,"1,300","1,724","2,050","2,293","2,759","4,048","4,949","4,220","3,985","4,488","4,041","4,507","4,351","3,495","3,442","3,632","4,320","4,464","4,657",
Serbia,Gross Domestic Product (GDP) per Capita in US$,,869,"1,635","2,148","2,828","3,328","3,713","4,374","5,836","7,086","6,155","5,724","6,791","6,002","6,739","6,585","5,574","5,750","6,275","7,233","7,397","7,700",
Serbia,Population (in thousands),,"7,528","7,505","7,502","7,491","7,470","7,456","7,425","7,398","7,366","7,335","7,307","7,252","7,217","7,182","7,147","7,114","7,076","7,040","7,001","6,964","6,927",
Slovakia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,5,6,5,6,7,7,7,7,8,8,7,8,8,7,7,7,7,7,7,7,
Slovakia,Current Health Expenditure (CHE) per Capita in US$,,204,212,254,344,512,601,729,"1,029","1,252","1,320","1,297","1,352","1,319","1,370","1,289","1,109","1,176","1,189","1,300","1,342","1,394",
Slovakia,Current Health Expenditure (CHE),in million current US$,"1,099","1,141","1,367","1,852","2,748","3,231","3,917","5,531","6,729","7,105","6,989","7,293","7,131","7,415","6,983","6,012","6,379","6,463","7,076","7,315","7,606",
Slovakia,Gross Domestic Product (GDP) per Capita in US$,,"3,838","3,981","4,613","6,322","8,028","9,126","10,641","14,341","17,993","16,610","16,845","18,450","17,440","18,217","18,665","16,350","16,526","17,551","19,403","19,317","19,270",
Slovakia,Population (in thousands),,"5,399","5,379","5,379","5,375","5,372","5,373","5,373","5,373","5,376","5,382","5,390","5,392","5,404","5,411","5,416","5,421","5,426","5,435","5,443","5,450","5,458",
Slovenia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,8,8,8,8,9,9,9
Slovenia,Current Health Expenditure (CHE) per Capita in US$,,797,826,945,"1,203","1,369","1,449","1,542","1,796","2,179","2,125","2,017","2,148","1,975","2,055","2,062","1,776","1,835","1,925","2,170","2,219","2,417","2,671"
Slovenia,Current Health Expenditure (CHE),in million current US$,"1,584","1,644","1,884","2,400","2,732","2,895","3,089","3,611","4,381","4,319","4,129","4,403","4,059","4,232","4,251","3,663","3,789","3,977","4,484","4,618","5,066","5,633"
Slovenia,Gross Domestic Product (GDP) per Capita in US$,,"10,208","10,490","11,780","14,855","17,238","18,124","19,706","23,910","27,747","24,881","23,551","25,161","22,660","23,516","24,258","20,897","21,687","23,520","26,205","26,036","25,569","29,174"
Slovenia,Population (in thousands),,"1,988","1,990","1,994","1,995","1,996","1,998","2,003","2,010","2,010","2,032","2,047","2,050","2,055","2,059","2,061","2,063","2,064","2,066","2,067","2,081","2,096","2,109"
Spain,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,11,
Spain,Current Health Expenditure (CHE) per Capita in US$,,"1,005","1,045","1,175","1,641","1,924","2,060","2,242","2,606","2,995","2,938","2,790","2,909","2,590","2,629","2,680","2,349","2,377","2,525","2,741","2,713","2,901",
Spain,Current Health Expenditure (CHE),in million current US$,"40,684","42,498","48,199","68,636","81,873","89,204","98,677","116,721","136,787","135,838","129,681","135,751","121,270","122,870","124,630","109,116","110,371","117,469","127,909","127,317","137,295",
Spain,Gross Domestic Product (GDP) per Capita in US$,,"14,785","15,439","17,272","21,696","25,126","26,647","28,639","32,913","35,732","32,256","30,592","31,729","28,295","29,001","29,481","25,740","26,548","28,210","30,455","29,679","27,074",
Spain,Population (in thousands),,"40,470","40,666","41,035","41,828","42,547","43,296","44,010","44,785","45,669","46,239","46,487","46,667","46,818","46,728","46,512","46,450","46,440","46,528","46,658","46,937","47,333",
Sweden,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7,8,8,8,8,8,8,8,8,9,8,10,11,11,11,11,11,11,11,11,11,11
Sweden,Current Health Expenditure (CHE) per Capita in US$,,"2,173","2,156","2,459","3,110","3,488","3,548","3,765","4,310","4,628","4,136","4,416","6,351","6,254","6,697","6,606","5,599","5,681","5,838","6,005","5,653","6,028","6,915"
Sweden,Current Health Expenditure (CHE),in million current US$,"19,258","19,150","21,908","27,808","31,309","31,969","34,068","39,281","42,495","38,286","41,250","59,800","59,310","63,995","63,713","54,572","55,961","58,349","60,773","57,831","62,254","71,772"
Sweden,Gross Domestic Product (GDP) per Capita in US$,,"29,660","27,288","29,952","37,395","42,907","43,525","46,762","53,906","56,377","47,161","53,081","60,973","58,261","61,412","60,339","51,820","52,345","54,128","54,886","52,187","52,970","61,303"
Sweden,Population (in thousands),,"8,861","8,883","8,909","8,941","8,976","9,011","9,048","9,113","9,183","9,256","9,341","9,416","9,483","9,556","9,645","9,747","9,851","9,995","10,120","10,230","10,328","10,379"
Switzerland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9,9,10,10,10,10,10,9,9,10,10,10,10,10,11,11,11,11,11,11,12,
Switzerland,Current Health Expenditure (CHE) per Capita in US$,,"3,560","3,763","4,212","5,019","5,609","5,674","5,672","6,155","7,121","7,297","7,705","9,192","8,917","9,276","9,579","9,383","9,439","9,606","9,871","9,667","10,310",
Switzerland,Current Health Expenditure (CHE),in million current US$,"25,504","27,112","30,559","36,705","41,303","42,073","42,308","46,214","54,071","56,203","59,991","72,342","70,933","74,569","77,967","77,292","78,603","80,881","83,743","82,600","88,726",
Switzerland,Gross Domestic Product (GDP) per Capita in US$,,"39,059","39,870","42,749","49,642","55,069","56,716","59,496","65,730","75,105","72,473","77,504","91,744","87,007","88,661","90,225","85,237","83,534","83,672","86,695","85,647","87,398",
Switzerland,Population (in thousands),,"7,164","7,204","7,256","7,314","7,364","7,415","7,459","7,509","7,593","7,702","7,786","7,870","7,955","8,039","8,140","8,238","8,327","8,420","8,484","8,545","8,606",
Tajikistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,5,4,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,8,
Tajikistan,Current Health Expenditure (CHE) per Capita in US$,,6,8,8,11,15,17,20,29,41,39,42,49,57,68,74,64,56,58,60,62,70,
Tajikistan,Current Health Expenditure (CHE),in million current US$,37,48,54,73,99,120,141,206,303,292,324,382,457,556,616,542,487,517,545,577,665,
Tajikistan,Gross Domestic Product (GDP) per Capita in US$,,139,165,185,233,305,333,398,516,701,667,740,838,959,"1,045","1,109",921,801,844,851,889,852,
Tajikistan,Population (in thousands),,"6,273","6,409","6,542","6,672","6,801","6,929","7,057","7,188","7,325","7,469","7,622","7,785","7,956","8,137","8,326","8,524","8,725","8,926","9,128","9,337","9,543",
Türkiye,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,
Türkiye,Current Health Expenditure (CHE) per Capita in US$,,197,152,184,236,296,361,412,506,564,494,533,526,520,547,520,447,460,437,388,397,395,
Türkiye,Current Health Expenditure (CHE),in million current US$,"12,616","9,861","12,162","15,775","20,074","24,779","28,667","35,685","40,199","35,674","39,008","39,029","39,136","41,865","40,611","35,583","37,263","35,904","32,102","33,176","33,254",
Türkiye,Gross Domestic Product (GDP) per Capita in US$,,"4,278","3,100","3,641","4,705","6,032","7,369","8,004","9,668","10,803","8,990","10,615","11,308","11,697","12,508","12,020","10,852","10,734","10,464","9,401","9,116","8,559",
Türkiye,Population (in thousands),,"64,114","65,072","65,989","66,867","67,785","68,705","69,601","70,469","71,321","72,226","73,195","74,174","75,277","76,576","78,112","79,646","81,019","82,090","82,809","83,482","84,135",
Turkmenistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4,5,4,5,6,6,5,3,3,3,3,3,3,4,4,5,6,6,6,6,6,
Turkmenistan,Current Health Expenditure (CHE) per Capita in US$,,76,122,130,204,312,336,363,273,247,188,214,267,308,363,423,391,408,461,457,489,484,
Turkmenistan,Current Health Expenditure (CHE),in million current US$,346,565,611,972,"1,502","1,641","1,800","1,373","1,261",973,"1,128","1,431","1,679","2,019","2,393","2,255","2,396","2,754","2,772","3,009","3,024",
Turkmenistan,Gross Domestic Product (GDP) per Capita in US$,,"1,858","2,528","3,129","4,057","4,978","5,940","7,298","8,732","7,076","6,594","6,604","8,221","9,134","9,227","9,804","7,641","7,105","7,768","8,027","8,600","8,509",
Turkmenistan,Population (in thousands),,"4,569","4,635","4,699","4,759","4,820","4,886","4,954","5,025","5,100","5,181","5,268","5,361","5,459","5,560","5,663","5,766","5,869","5,968","6,065","6,158","6,250",
Ukraine,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5,6,6,7,6,6,6,6,5,7,7,7,7,7,7,8,8,7,8,7,8,
